Area,Item,Year,Value
"China, Hong Kong SAR","Milk, Total",2018,227000
"China, Hong Kong SAR","Milk, Total",2019,236000
"China, Hong Kong SAR","Milk, Total",2020,250000
"China, Hong Kong SAR","Milk, Total",2021,266000
"China, Hong Kong SAR","Milk, Total",2022,275000
"China, Hong Kong SAR","Milk, Total",2023,293000
"China, Hong Kong SAR","Roots and Tubers, Total",2017,54000
"China, Hong Kong SAR","Roots and Tubers, Total",2018,53000
"China, Hong Kong SAR","Roots and Tubers, Total",2019,66000
"China, Hong Kong SAR","Roots and Tubers, Total",2020,63000
"China, Hong Kong SAR","Roots and Tubers, Total",2021,60000
"China, Hong Kong SAR","Roots and Tubers, Total",2022,59000
"China, Hong Kong SAR","Roots and Tubers, Total",2023,69000
"China, Hong Kong SAR",Vegetables and Fruit Primary,2017,37068000
"China, Hong Kong SAR",Vegetables and Fruit Primary,2018,38142000
"China, Hong Kong SAR",Vegetables and Fruit Primary,2019,45988000
"China, Hong Kong SAR",Vegetables and Fruit Primary,2020,49369000
"China, Hong Kong SAR",Vegetables and Fruit Primary,2021,46533000
"China, Hong Kong SAR",Vegetables and Fruit Primary,2022,49027000
"China, Hong Kong SAR",Vegetables and Fruit Primary,2023,50764000
"China, mainland",Agriculture,2017,1182822068000
"China, mainland",Agriculture,2018,1229422328000
"China, mainland",Agriculture,2019,1572664321000
"China, mainland",Agriculture,2020,1595468592000
"China, mainland",Agriculture,2021,1553263872000
"China, mainland",Agriculture,2022,1671941804000
"China, mainland",Agriculture,2023,1690334477000
"China, mainland","Cereals, primary",2017,243879802000
"China, mainland","Cereals, primary",2018,251745612000
"China, mainland","Cereals, primary",2019,248795387000
"China, mainland","Cereals, primary",2020,249755376000
"China, mainland","Cereals, primary",2021,266599634000
"China, mainland","Cereals, primary",2022,252337553000
"China, mainland","Cereals, primary",2023,251923357000
"China, mainland",Crops,2017,871611412000
"China, mainland",Crops,2018,919696224000
"China, mainland",Crops,2019,1104579806000
"China, mainland",Crops,2020,1130027258000
"China, mainland",Crops,2021,1123046242000
"China, mainland",Crops,2022,1170682728000
"China, mainland",Crops,2023,1173712675000
"China, mainland","Meat indigenous, total",2017,236392217000
"China, mainland","Meat indigenous, total",2018,228082728000
"China, mainland","Meat indigenous, total",2019,377855347000
"China, mainland","Meat indigenous, total",2020,370499915000
"China, mainland","Meat indigenous, total",2021,340529919000
"China, mainland","Meat indigenous, total",2022,398639828000
"China, mainland","Meat indigenous, total",2023,415392029000
"China, mainland","Milk, Total",2017,16794471000
"China, mainland","Milk, Total",2018,17522022000
"China, mainland","Milk, Total",2019,18972441000
"China, mainland","Milk, Total",2020,23182383000
"China, mainland","Milk, Total",2021,26767089000
"China, mainland","Milk, Total",2022,23851517000
"China, mainland","Milk, Total",2023,26212036000
"China, mainland","Roots and Tubers, Total",2017,45848928000
"China, mainland","Roots and Tubers, Total",2018,48277632000
"China, mainland","Roots and Tubers, Total",2019,74225805000
"China, mainland","Roots and Tubers, Total",2020,84994865000
"China, mainland","Roots and Tubers, Total",2021,68270512000
"China, mainland","Roots and Tubers, Total",2022,84711007000
"China, mainland","Roots and Tubers, Total",2023,84187877000
"China, mainland",Sugar Crops Primary,2017,23168835000
"China, mainland",Sugar Crops Primary,2018,24306148000
"China, mainland",Sugar Crops Primary,2019,52656224000
"China, mainland",Sugar Crops Primary,2020,82579769000
"China, mainland",Sugar Crops Primary,2021,37068740000
"China, mainland",Sugar Crops Primary,2022,31228163000
"China, mainland",Sugar Crops Primary,2023,36246501000
"China, mainland",Vegetables and Fruit Primary,2017,418227931000
"China, mainland",Vegetables and Fruit Primary,2018,447511460000
"China, mainland",Vegetables and Fruit Primary,2019,556496727000
"China, mainland",Vegetables and Fruit Primary,2020,547662637000
"China, mainland",Vegetables and Fruit Primary,2021,543410553000
"China, mainland",Vegetables and Fruit Primary,2022,606834553000
"China, mainland",Vegetables and Fruit Primary,2023,605388923000
Colombia,Agriculture,2017,30882858000
Colombia,Agriculture,2018,38285343000
Colombia,Agriculture,2019,38365851000
Colombia,Agriculture,2020,35430545000
Colombia,Agriculture,2021,39758933000
Colombia,Agriculture,2022,44450786000
Colombia,Agriculture,2023,46413897000
Colombia,"Cereals, primary",2017,2016030000
Colombia,"Cereals, primary",2018,2349184000
Colombia,"Cereals, primary",2019,2483212000
Colombia,"Cereals, primary",2020,3065716000
Colombia,"Cereals, primary",2021,1573618000
Colombia,"Cereals, primary",2022,2120499000
Colombia,"Cereals, primary",2023,2235996000
Colombia,Crops,2017,17036415000
Colombia,Crops,2018,21186616000
Colombia,Crops,2019,22089225000
Colombia,Crops,2020,20944506000
Colombia,Crops,2021,22288472000
Colombia,Crops,2022,24450562000
Colombia,Crops,2023,24873924000
Colombia,"Meat indigenous, total",2017,10071191000
Colombia,"Meat indigenous, total",2018,12881597000
Colombia,"Meat indigenous, total",2019,12249245000
Colombia,"Meat indigenous, total",2020,10557729000
Colombia,"Meat indigenous, total",2021,13600345000
Colombia,"Meat indigenous, total",2022,15226321000
Colombia,"Meat indigenous, total",2023,16045068000
Colombia,"Milk, Total",2017,2490056000
Colombia,"Milk, Total",2018,2641730000
Colombia,"Milk, Total",2019,2390395000
Colombia,"Milk, Total",2020,2354038000
Colombia,"Milk, Total",2021,2135015000
Colombia,"Milk, Total",2022,2838542000
Colombia,"Milk, Total",2023,3367821000
Colombia,"Roots and Tubers, Total",2017,1749590000
Colombia,"Roots and Tubers, Total",2018,1677770000
Colombia,"Roots and Tubers, Total",2019,1900934000
Colombia,"Roots and Tubers, Total",2020,1251704000
Colombia,"Roots and Tubers, Total",2021,1451139000
Colombia,"Roots and Tubers, Total",2022,2233680000
Colombia,"Roots and Tubers, Total",2023,2094268000
Colombia,Sugar Crops Primary,2017,823565000
Colombia,Sugar Crops Primary,2018,1250200000
Colombia,Sugar Crops Primary,2019,1263415000
Colombia,Sugar Crops Primary,2020,1390818000
Colombia,Sugar Crops Primary,2021,1372567000
Colombia,Sugar Crops Primary,2022,1338413000
Colombia,Sugar Crops Primary,2023,1277671000
Colombia,Vegetables and Fruit Primary,2017,4337022000
Colombia,Vegetables and Fruit Primary,2018,6035478000
Colombia,Vegetables and Fruit Primary,2019,6637280000
Colombia,Vegetables and Fruit Primary,2020,6188001000
Colombia,Vegetables and Fruit Primary,2021,6970582000
Colombia,Vegetables and Fruit Primary,2022,8053612000
Colombia,Vegetables and Fruit Primary,2023,8817853000
Congo,Agriculture,2017,2642996000
Congo,Agriculture,2018,4112294000
Congo,Agriculture,2019,4354184000
Congo,Agriculture,2020,4453263000
Congo,Agriculture,2021,4699804000
Congo,Agriculture,2022,4220564000
Congo,Agriculture,2023,4139136000
Congo,"Cereals, primary",2017,16838000
Congo,"Cereals, primary",2018,26593000
Congo,"Cereals, primary",2019,21578000
Congo,"Cereals, primary",2020,28355000
Congo,"Cereals, primary",2021,23974000
Congo,"Cereals, primary",2022,25647000
Congo,"Cereals, primary",2023,23328000
Congo,Crops,2017,2193410000
Congo,Crops,2018,3413222000
Congo,Crops,2019,3766910000
Congo,Crops,2020,3894653000
Congo,Crops,2021,4074696000
Congo,Crops,2022,3642435000
Congo,Crops,2023,3549057000
Congo,"Meat indigenous, total",2017,442233000
Congo,"Meat indigenous, total",2018,687870000
Congo,"Meat indigenous, total",2019,578654000
Congo,"Meat indigenous, total",2020,548528000
Congo,"Meat indigenous, total",2021,614890000
Congo,"Meat indigenous, total",2022,569014000
Congo,"Meat indigenous, total",2023,580620000
Congo,"Milk, Total",2017,3302000
Congo,"Milk, Total",2018,5473000
Congo,"Milk, Total",2019,4366000
Congo,"Milk, Total",2020,4906000
Congo,"Milk, Total",2021,4884000
Congo,"Milk, Total",2022,4358000
Congo,"Milk, Total",2023,4442000
Congo,"Roots and Tubers, Total",2017,1706781000
Congo,"Roots and Tubers, Total",2018,2663520000
Congo,"Roots and Tubers, Total",2019,3157171000
Congo,"Roots and Tubers, Total",2020,3230663000
Congo,"Roots and Tubers, Total",2021,3371206000
Congo,"Roots and Tubers, Total",2022,3005771000
Congo,"Roots and Tubers, Total",2023,2899605000
Congo,Sugar Crops Primary,2017,87783000
Congo,Sugar Crops Primary,2018,135984000
Congo,Sugar Crops Primary,2019,91997000
Congo,Sugar Crops Primary,2020,97409000
Congo,Sugar Crops Primary,2021,119476000
Congo,Sugar Crops Primary,2022,113028000
Congo,Sugar Crops Primary,2023,104287000
Congo,Vegetables and Fruit Primary,2017,297990000
Congo,Vegetables and Fruit Primary,2018,457763000
Congo,Vegetables and Fruit Primary,2019,386455000
Congo,Vegetables and Fruit Primary,2020,420482000
Congo,Vegetables and Fruit Primary,2021,434536000
Congo,Vegetables and Fruit Primary,2022,387510000
Congo,Vegetables and Fruit Primary,2023,409895000
Cook Islands,Agriculture,2017,10203000
Cook Islands,Agriculture,2018,10318000
Cook Islands,Agriculture,2019,10077000
Cook Islands,Agriculture,2020,9001000
Cook Islands,Agriculture,2021,19469000
Cook Islands,Agriculture,2022,19165000
Cook Islands,Agriculture,2023,18431000
Cook Islands,Crops,2017,5140000
Cook Islands,Crops,2018,5000000
Cook Islands,Crops,2019,5008000
Cook Islands,Crops,2020,4620000
Cook Islands,Crops,2021,13895000
Cook Islands,Crops,2022,14489000
Cook Islands,Crops,2023,14066000
Cook Islands,"Meat indigenous, total",2017,4702000
Cook Islands,"Meat indigenous, total",2018,4960000
Cook Islands,"Meat indigenous, total",2019,4710000
Cook Islands,"Meat indigenous, total",2020,4063000
Cook Islands,"Meat indigenous, total",2021,5111000
Cook Islands,"Meat indigenous, total",2022,4290000
Cook Islands,"Meat indigenous, total",2023,3973000
Cook Islands,"Roots and Tubers, Total",2017,1262000
Cook Islands,"Roots and Tubers, Total",2018,1141000
Cook Islands,"Roots and Tubers, Total",2019,1016000
Cook Islands,"Roots and Tubers, Total",2020,933000
Cook Islands,"Roots and Tubers, Total",2021,1356000
Cook Islands,"Roots and Tubers, Total",2022,1795000
Cook Islands,"Roots and Tubers, Total",2023,1245000
Cook Islands,Vegetables and Fruit Primary,2017,2291000
Cook Islands,Vegetables and Fruit Primary,2018,2279000
Cook Islands,Vegetables and Fruit Primary,2019,2384000
Cook Islands,Vegetables and Fruit Primary,2020,2184000
Cook Islands,Vegetables and Fruit Primary,2021,8721000
Cook Islands,Vegetables and Fruit Primary,2022,8598000
Cook Islands,Vegetables and Fruit Primary,2023,8486000
Costa Rica,Agriculture,2017,5745027000
Costa Rica,Agriculture,2018,5811272000
Costa Rica,Agriculture,2019,5232735000
Costa Rica,Agriculture,2020,5439699000
Costa Rica,Agriculture,2021,5574846000
Costa Rica,Agriculture,2022,5425836000
Costa Rica,Agriculture,2023,6731383000
Costa Rica,"Cereals, primary",2017,76000000
Costa Rica,"Cereals, primary",2018,98005000
Costa Rica,"Cereals, primary",2019,84668000
Costa Rica,"Cereals, primary",2020,77223000
Costa Rica,"Cereals, primary",2021,78800000
Costa Rica,"Cereals, primary",2022,63018000
Costa Rica,"Cereals, primary",2023,55106000
Costa Rica,Crops,2017,4979412000
Costa Rica,Crops,2018,5015505000
Costa Rica,Crops,2019,4416978000
Costa Rica,Crops,2020,4621743000
Costa Rica,Crops,2021,4749951000
Costa Rica,Crops,2022,4559106000
Costa Rica,Crops,2023,5671362000
Costa Rica,"Meat indigenous, total",2017,233164000
Costa Rica,"Meat indigenous, total",2018,240830000
Costa Rica,"Meat indigenous, total",2019,256801000
Costa Rica,"Meat indigenous, total",2020,257525000
Costa Rica,"Meat indigenous, total",2021,244289000
Costa Rica,"Meat indigenous, total",2022,230221000
Costa Rica,"Meat indigenous, total",2023,276380000
Costa Rica,"Milk, Total",2017,528784000
Costa Rica,"Milk, Total",2018,551692000
Costa Rica,"Milk, Total",2019,556131000
Costa Rica,"Milk, Total",2020,557748000
Costa Rica,"Milk, Total",2021,577902000
Costa Rica,"Milk, Total",2022,633994000
Costa Rica,"Milk, Total",2023,780667000
Costa Rica,"Roots and Tubers, Total",2017,135384000
Costa Rica,"Roots and Tubers, Total",2018,87604000
Costa Rica,"Roots and Tubers, Total",2019,99813000
Costa Rica,"Roots and Tubers, Total",2020,83045000
Costa Rica,"Roots and Tubers, Total",2021,108213000
Costa Rica,"Roots and Tubers, Total",2022,149423000
Costa Rica,"Roots and Tubers, Total",2023,208693000
Costa Rica,Sugar Crops Primary,2017,145426000
Costa Rica,Sugar Crops Primary,2018,132552000
Costa Rica,Sugar Crops Primary,2019,130274000
Costa Rica,Sugar Crops Primary,2020,137529000
Costa Rica,Sugar Crops Primary,2021,124519000
Costa Rica,Sugar Crops Primary,2022,122753000
Costa Rica,Sugar Crops Primary,2023,134427000
Costa Rica,Vegetables and Fruit Primary,2017,4144936000
Costa Rica,Vegetables and Fruit Primary,2018,4231528000
Costa Rica,Vegetables and Fruit Primary,2019,3646594000
Costa Rica,Vegetables and Fruit Primary,2020,3799816000
Costa Rica,Vegetables and Fruit Primary,2021,3881087000
Costa Rica,Vegetables and Fruit Primary,2022,3597384000
Costa Rica,Vegetables and Fruit Primary,2023,4719697000
Côte d'Ivoire,Agriculture,2017,13137235000
Côte d'Ivoire,Agriculture,2018,14901725000
Côte d'Ivoire,Agriculture,2019,14901421000
Côte d'Ivoire,Agriculture,2020,15745790000
Côte d'Ivoire,Agriculture,2021,17457636000
Côte d'Ivoire,Agriculture,2022,15850651000
Côte d'Ivoire,Agriculture,2023,15520335000
Côte d'Ivoire,"Cereals, primary",2017,1169244000
Côte d'Ivoire,"Cereals, primary",2018,1202468000
Côte d'Ivoire,"Cereals, primary",2019,1133173000
Côte d'Ivoire,"Cereals, primary",2020,1088525000
Côte d'Ivoire,"Cereals, primary",2021,1232240000
Côte d'Ivoire,"Cereals, primary",2022,1102275000
Côte d'Ivoire,"Cereals, primary",2023,1358032000
Côte d'Ivoire,Crops,2017,12183413000
Côte d'Ivoire,Crops,2018,13786766000
Côte d'Ivoire,Crops,2019,13786261000
Côte d'Ivoire,Crops,2020,14534424000
Côte d'Ivoire,Crops,2021,16118069000
Côte d'Ivoire,Crops,2022,14523232000
Côte d'Ivoire,Crops,2023,14071136000
Côte d'Ivoire,"Meat indigenous, total",2017,805791000
Côte d'Ivoire,"Meat indigenous, total",2018,940652000
Côte d'Ivoire,"Meat indigenous, total",2019,948089000
Côte d'Ivoire,"Meat indigenous, total",2020,1014437000
Côte d'Ivoire,"Meat indigenous, total",2021,1158181000
Côte d'Ivoire,"Meat indigenous, total",2022,1135874000
Côte d'Ivoire,"Meat indigenous, total",2023,1267990000
Côte d'Ivoire,"Milk, Total",2017,1985000
Côte d'Ivoire,"Milk, Total",2018,1680000
Côte d'Ivoire,"Milk, Total",2019,1353000
Côte d'Ivoire,"Milk, Total",2020,1345000
Côte d'Ivoire,"Milk, Total",2021,1396000
Côte d'Ivoire,"Milk, Total",2022,1248000
Côte d'Ivoire,"Milk, Total",2023,1132000
Côte d'Ivoire,"Roots and Tubers, Total",2017,3863879000
Côte d'Ivoire,"Roots and Tubers, Total",2018,5031568000
Côte d'Ivoire,"Roots and Tubers, Total",2019,5110714000
Côte d'Ivoire,"Roots and Tubers, Total",2020,5650234000
Côte d'Ivoire,"Roots and Tubers, Total",2021,6151770000
Côte d'Ivoire,"Roots and Tubers, Total",2022,6477755000
Côte d'Ivoire,"Roots and Tubers, Total",2023,5483988000
Côte d'Ivoire,Sugar Crops Primary,2017,90569000
Côte d'Ivoire,Sugar Crops Primary,2018,103276000
Côte d'Ivoire,Sugar Crops Primary,2019,103885000
Côte d'Ivoire,Sugar Crops Primary,2020,101511000
Côte d'Ivoire,Sugar Crops Primary,2021,116472000
Côte d'Ivoire,Sugar Crops Primary,2022,107910000
Côte d'Ivoire,Sugar Crops Primary,2023,112321000
Côte d'Ivoire,Vegetables and Fruit Primary,2017,1035880000
Côte d'Ivoire,Vegetables and Fruit Primary,2018,1071372000
Côte d'Ivoire,Vegetables and Fruit Primary,2019,1148022000
Côte d'Ivoire,Vegetables and Fruit Primary,2020,1245493000
Côte d'Ivoire,Vegetables and Fruit Primary,2021,1282762000
Côte d'Ivoire,Vegetables and Fruit Primary,2022,1160648000
Côte d'Ivoire,Vegetables and Fruit Primary,2023,1300822000
Croatia,Agriculture,2017,1815820000
Croatia,Agriculture,2018,1913417000
Croatia,Agriculture,2019,1823425000
Croatia,Agriculture,2020,1860838000
Croatia,Agriculture,2021,2289656000
Croatia,Agriculture,2022,2312002000
Croatia,Agriculture,2023,1946437000
Croatia,"Cereals, primary",2017,408631000
Croatia,"Cereals, primary",2018,514406000
Croatia,"Cereals, primary",2019,508629000
Croatia,"Cereals, primary",2020,562958000
Croatia,"Cereals, primary",2021,829766000
Croatia,"Cereals, primary",2022,928113000
Croatia,"Cereals, primary",2023,576867000
Croatia,Crops,2017,977735000
Croatia,Crops,2018,1060737000
Croatia,Crops,2019,1019100000
Croatia,Crops,2020,1142402000
Croatia,Crops,2021,1476205000
Croatia,Crops,2022,1560658000
Croatia,Crops,2023,1155947000
Croatia,"Meat indigenous, total",2017,480026000
Croatia,"Meat indigenous, total",2018,511636000
Croatia,"Meat indigenous, total",2019,481541000
Croatia,"Meat indigenous, total",2020,392183000
Croatia,"Meat indigenous, total",2021,480813000
Croatia,"Meat indigenous, total",2022,392116000
Croatia,"Meat indigenous, total",2023,382019000
Croatia,"Milk, Total",2017,252430000
Croatia,"Milk, Total",2018,258497000
Croatia,"Milk, Total",2019,242062000
Croatia,"Milk, Total",2020,245627000
Croatia,"Milk, Total",2021,236873000
Croatia,"Milk, Total",2022,244864000
Croatia,"Milk, Total",2023,265182000
Croatia,"Roots and Tubers, Total",2017,30368000
Croatia,"Roots and Tubers, Total",2018,43375000
Croatia,"Roots and Tubers, Total",2019,44717000
Croatia,"Roots and Tubers, Total",2020,38300000
Croatia,"Roots and Tubers, Total",2021,30044000
Croatia,"Roots and Tubers, Total",2022,31734000
Croatia,"Roots and Tubers, Total",2023,54300000
Croatia,Sugar Crops Primary,2017,54051000
Croatia,Sugar Crops Primary,2018,24988000
Croatia,Sugar Crops Primary,2019,21805000
Croatia,Sugar Crops Primary,2020,28071000
Croatia,Sugar Crops Primary,2021,27906000
Croatia,Sugar Crops Primary,2022,19985000
Croatia,Sugar Crops Primary,2023,20091000
Croatia,Vegetables and Fruit Primary,2017,238125000
Croatia,Vegetables and Fruit Primary,2018,249401000
Croatia,Vegetables and Fruit Primary,2019,232230000
Croatia,Vegetables and Fruit Primary,2020,256888000
Croatia,Vegetables and Fruit Primary,2021,263099000
Croatia,Vegetables and Fruit Primary,2022,252400000
Croatia,Vegetables and Fruit Primary,2023,270966000
Cyprus,Agriculture,2017,648068000
Cyprus,Agriculture,2018,643956000
Cyprus,Agriculture,2019,639989000
Cyprus,Agriculture,2020,660224000
Cyprus,Agriculture,2021,716678000
Cyprus,Agriculture,2022,670919000
Cyprus,Agriculture,2023,744006000
Cyprus,"Cereals, primary",2017,7920000
Cyprus,"Cereals, primary",2018,7062000
Cyprus,"Cereals, primary",2019,14691000
Cyprus,"Cereals, primary",2020,14535000
Cyprus,"Cereals, primary",2021,15341000
Cyprus,"Cereals, primary",2022,23846000
Cyprus,"Cereals, primary",2023,14893000
Cyprus,Crops,2017,206318000
Cyprus,Crops,2018,187019000
Cyprus,Crops,2019,183273000
Cyprus,Crops,2020,188722000
Cyprus,Crops,2021,191846000
Cyprus,Crops,2022,185538000
Cyprus,Crops,2023,182533000
Cyprus,"Meat indigenous, total",2017,223360000
Cyprus,"Meat indigenous, total",2018,217976000
Cyprus,"Meat indigenous, total",2019,212899000
Cyprus,"Meat indigenous, total",2020,200419000
Cyprus,"Meat indigenous, total",2021,213764000
Cyprus,"Meat indigenous, total",2022,206232000
Cyprus,"Meat indigenous, total",2023,223824000
Cyprus,"Milk, Total",2017,195807000
Cyprus,"Milk, Total",2018,216741000
Cyprus,"Milk, Total",2019,220792000
Cyprus,"Milk, Total",2020,252158000
Cyprus,"Milk, Total",2021,290960000
Cyprus,"Milk, Total",2022,260163000
Cyprus,"Milk, Total",2023,318402000
Cyprus,"Roots and Tubers, Total",2017,42601000
Cyprus,"Roots and Tubers, Total",2018,44246000
Cyprus,"Roots and Tubers, Total",2019,41690000
Cyprus,"Roots and Tubers, Total",2020,42156000
Cyprus,"Roots and Tubers, Total",2021,44837000
Cyprus,"Roots and Tubers, Total",2022,37515000
Cyprus,"Roots and Tubers, Total",2023,38877000
Cyprus,Vegetables and Fruit Primary,2017,128066000
Cyprus,Vegetables and Fruit Primary,2018,112925000
Cyprus,Vegetables and Fruit Primary,2019,106053000
Cyprus,Vegetables and Fruit Primary,2020,112963000
Cyprus,Vegetables and Fruit Primary,2021,115458000
Cyprus,Vegetables and Fruit Primary,2022,103052000
Cyprus,Vegetables and Fruit Primary,2023,107057000
Czechia,Agriculture,2017,4754639000
Czechia,Agriculture,2018,4931835000
Czechia,Agriculture,2019,4865271000
Czechia,Agriculture,2020,4927437000
Czechia,Agriculture,2021,5724972000
Czechia,Agriculture,2022,6947662000
Czechia,Agriculture,2023,6733376000
Czechia,"Cereals, primary",2017,1222760000
Czechia,"Cereals, primary",2018,1320210000
Czechia,"Cereals, primary",2019,1463936000
Czechia,"Cereals, primary",2020,1467853000
Czechia,"Cereals, primary",2021,1841955000
Czechia,"Cereals, primary",2022,2590477000
Czechia,"Cereals, primary",2023,2186828000
Czechia,Crops,2017,2469778000
Czechia,Crops,2018,2595479000
Czechia,Crops,2019,2622943000
Czechia,Crops,2020,2671955000
Czechia,Crops,2021,3216288000
Czechia,Crops,2022,4274152000
Czechia,Crops,2023,3836939000
Czechia,"Meat indigenous, total",2017,1003903000
Czechia,"Meat indigenous, total",2018,916196000
Czechia,"Meat indigenous, total",2019,872291000
Czechia,"Meat indigenous, total",2020,907721000
Czechia,"Meat indigenous, total",2021,970715000
Czechia,"Meat indigenous, total",2022,886126000
Czechia,"Meat indigenous, total",2023,897306000
Czechia,"Milk, Total",2017,1111351000
Czechia,"Milk, Total",2018,1253843000
Czechia,"Milk, Total",2019,1218156000
Czechia,"Milk, Total",2020,1204725000
Czechia,"Milk, Total",2021,1367591000
Czechia,"Milk, Total",2022,1606685000
Czechia,"Milk, Total",2023,1767536000
Czechia,"Roots and Tubers, Total",2017,143067000
Czechia,"Roots and Tubers, Total",2018,135242000
Czechia,"Roots and Tubers, Total",2019,196237000
Czechia,"Roots and Tubers, Total",2020,170499000
Czechia,"Roots and Tubers, Total",2021,153782000
Czechia,"Roots and Tubers, Total",2022,184256000
Czechia,"Roots and Tubers, Total",2023,234405000
Czechia,Sugar Crops Primary,2017,152069000
Czechia,Sugar Crops Primary,2018,140541000
Czechia,Sugar Crops Primary,2019,110646000
Czechia,Sugar Crops Primary,2020,110721000
Czechia,Sugar Crops Primary,2021,146848000
Czechia,Sugar Crops Primary,2022,133869000
Czechia,Sugar Crops Primary,2023,149914000
Czechia,Vegetables and Fruit Primary,2017,271517000
Czechia,Vegetables and Fruit Primary,2018,279607000
Czechia,Vegetables and Fruit Primary,2019,247602000
Czechia,Vegetables and Fruit Primary,2020,270386000
Czechia,Vegetables and Fruit Primary,2021,306942000
Czechia,Vegetables and Fruit Primary,2022,323874000
Czechia,Vegetables and Fruit Primary,2023,367809000
Denmark,Agriculture,2017,9068847000
Denmark,Agriculture,2018,8276863000
Denmark,Agriculture,2019,9184837000
Denmark,Agriculture,2020,9557910000
Denmark,Agriculture,2021,9901060000
Denmark,Agriculture,2022,11516817000
Denmark,Agriculture,2023,10940810000
Denmark,"Cereals, primary",2017,1653726000
Denmark,"Cereals, primary",2018,1379065000
Denmark,"Cereals, primary",2019,1843189000
Denmark,"Cereals, primary",2020,1706199000
Denmark,"Cereals, primary",2021,1913609000
Denmark,"Cereals, primary",2022,2643672000
Denmark,"Cereals, primary",2023,1885487000
Denmark,Crops,2017,2929078000
Denmark,Crops,2018,2348682000
Denmark,Crops,2019,3115872000
Denmark,Crops,2020,2963785000
Denmark,Crops,2021,3188362000
Denmark,Crops,2022,4348227000
Denmark,Crops,2023,3836382000
Denmark,"Meat indigenous, total",2017,3510128000
Denmark,"Meat indigenous, total",2018,3244717000
Denmark,"Meat indigenous, total",2019,3596127000
Denmark,"Meat indigenous, total",2020,3992661000
Denmark,"Meat indigenous, total",2021,3800476000
Denmark,"Meat indigenous, total",2022,3598336000
Denmark,"Meat indigenous, total",2023,3874733000
Denmark,"Milk, Total",2017,2479427000
Denmark,"Milk, Total",2018,2542332000
Denmark,"Milk, Total",2019,2343005000
Denmark,"Milk, Total",2020,2456191000
Denmark,"Milk, Total",2021,2745195000
Denmark,"Milk, Total",2022,3430665000
Denmark,"Milk, Total",2023,3092079000
Denmark,"Roots and Tubers, Total",2017,620437000
Denmark,"Roots and Tubers, Total",2018,442643000
Denmark,"Roots and Tubers, Total",2019,661274000
Denmark,"Roots and Tubers, Total",2020,671493000
Denmark,"Roots and Tubers, Total",2021,562385000
Denmark,"Roots and Tubers, Total",2022,790516000
Denmark,"Roots and Tubers, Total",2023,1067311000
Denmark,Sugar Crops Primary,2017,65056000
Denmark,Sugar Crops Primary,2018,58409000
Denmark,Sugar Crops Primary,2019,64554000
Denmark,Sugar Crops Primary,2020,78610000
Denmark,Sugar Crops Primary,2021,82672000
Denmark,Sugar Crops Primary,2022,78054000
Denmark,Sugar Crops Primary,2023,103608000
Denmark,Vegetables and Fruit Primary,2017,265330000
Denmark,Vegetables and Fruit Primary,2018,255552000
Denmark,Vegetables and Fruit Primary,2019,244066000
Denmark,Vegetables and Fruit Primary,2020,259405000
Denmark,Vegetables and Fruit Primary,2021,260800000
Denmark,Vegetables and Fruit Primary,2022,257202000
Denmark,Vegetables and Fruit Primary,2023,273495000
Dominican Republic,Agriculture,2017,4808015000
Dominican Republic,Agriculture,2018,4731019000
Dominican Republic,Agriculture,2019,5336133000
Dominican Republic,Agriculture,2020,4901519000
Dominican Republic,Agriculture,2021,5377682000
Dominican Republic,Agriculture,2022,8818403000
Dominican Republic,Agriculture,2023,11064670000
Dominican Republic,"Cereals, primary",2017,363881000
Dominican Republic,"Cereals, primary",2018,386262000
Dominican Republic,"Cereals, primary",2019,391632000
Dominican Republic,"Cereals, primary",2020,369944000
Dominican Republic,"Cereals, primary",2021,422404000
Dominican Republic,"Cereals, primary",2022,494357000
Dominican Republic,"Cereals, primary",2023,448920000
Dominican Republic,Crops,2017,3469176000
Dominican Republic,Crops,2018,3441743000
Dominican Republic,Crops,2019,3985358000
Dominican Republic,Crops,2020,3718881000
Dominican Republic,Crops,2021,3967082000
Dominican Republic,Crops,2022,7234942000
Dominican Republic,Crops,2023,9434925000
Dominican Republic,"Meat indigenous, total",2017,845739000
Dominican Republic,"Meat indigenous, total",2018,816986000
Dominican Republic,"Meat indigenous, total",2019,834123000
Dominican Republic,"Meat indigenous, total",2020,696296000
Dominican Republic,"Meat indigenous, total",2021,817895000
Dominican Republic,"Meat indigenous, total",2022,893368000
Dominican Republic,"Meat indigenous, total",2023,925942000
Dominican Republic,"Milk, Total",2017,356904000
Dominican Republic,"Milk, Total",2018,338145000
Dominican Republic,"Milk, Total",2019,368017000
Dominican Republic,"Milk, Total",2020,316437000
Dominican Republic,"Milk, Total",2021,355435000
Dominican Republic,"Milk, Total",2022,406681000
Dominican Republic,"Milk, Total",2023,415130000
Dominican Republic,"Roots and Tubers, Total",2017,160556000
Dominican Republic,"Roots and Tubers, Total",2018,173585000
Dominican Republic,"Roots and Tubers, Total",2019,190922000
Dominican Republic,"Roots and Tubers, Total",2020,165361000
Dominican Republic,"Roots and Tubers, Total",2021,154059000
Dominican Republic,"Roots and Tubers, Total",2022,235039000
Dominican Republic,"Roots and Tubers, Total",2023,339983000
Dominican Republic,Vegetables and Fruit Primary,2017,2404228000
Dominican Republic,Vegetables and Fruit Primary,2018,2323908000
